%ConSeg,%Medio,Aurorizacion,Año,Cuenta,Dia,Estado,Estado_File,Fecha,Fecha_File,Fecha_Presentacion,Hora,Medio,Origen,Referencia,RFC,Sucursal,Tipo,Donadores,Monto
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,COL. GUADALUPE PROLETARIA/9025,20,1,5
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,23,23,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,MAHAHUAL/23022,20,1,11
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,HIDALGOTITLAN/30139,20,1,100
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,MARISCALA DE JUAREZ/20038,20,1,10
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,TUXTEPEC/20099,20,1,10
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,MULTIPLAZA EL CARACOL/12068,20,1,250
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,TEPATLAXCO/21042,20,1,5
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,COL. ANTONIO BARONA DE CUERNAVACA/17036,20,1,10
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,ATLIXTAC/12010,20,1,20
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,SAN MIGUEL TEOTONGO/9098,20,1,11
D100-10:36,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:36,10/12/2016, ,10:36,20,TELECOMM, , ,CIUDAD MELCHOR MUZQUIZ/5009,20,1,14
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,LA PIEDAD/16024,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,PATZCUARO/16034,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,COL. CAMPESTRE GUADALUPANA/15013,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,OCOTLAN DE MORELOS/20045,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CULHUACAN/9045,20,1,6
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TEPEHUANES/10034,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CALERA DE VICTOR ROSALES/32001,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TLALPAN/9073,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,COL. MODERNA DE GUADALAJARA/14031,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,JAUMAVE/28026,20,1,8
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TACOTALPA/27025,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TEPATLAXCO/21042,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,DOCTOR ARROYO/19016,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,EL BARRETAL/28022,20,1,5.88
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,23,23,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,REGION 95 DE CANCUN/23017,20,1,25
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,IMSS MORELOS/8006,20,1,60
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CUERNAVACA/17008,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,PETO/31020,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,ACAMBARO/11002,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,TLT618508, ,ATLATLAHUCAN/17034,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,26,26,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,TLT627757, ,QUIRIEGO/26013,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,3,3,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,MIRAFLORES/3015,20,1,24
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,ZACATLAN/21055,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,COL. MORENO CANTON DE MERIDA/31006,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C642911, ,ATLATLAHUCAN/17034,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CADEREYTA/19004,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,AZCAPOTZALCO/9002,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,SOTUTA/31033,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,MARAVATIO/16027,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TULCINGO DEL VALLE/21051,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CHARAPAN/16006,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,LA CRUZ/25044,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,PARQUE CIENTIFICO/31032,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,HIDALGO DEL PARRAL/8030,20,1,8
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,VILLA DE COS/32014,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,18,18,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,LA PENITA DE JALTEMBA/18022,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T613635, ,CENTRAL CAMIONERA DE TOLUCA/15006,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,GUACHOCHIC/8028,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,TIT633319, ,AYAHUALULCO/30124,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C647782, ,EL PENON DE CIUDAD VICTORIA/28004,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C649393, ,COL. ITZIMNA DE MERIDA/31004,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T617680, ,PERIBAN DE RAMOS/16035,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C637718, ,VILLA AHUMADA/8050,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C639041, ,APASEO EL GRANDE/11004,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,717617730, ,AXOCHIAPAN/17004,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C649394, ,COL. ITZIMNA DE MERIDA/31004,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1C640814, ,CENTRAL CAMIONERA DE TOLUCA/15006,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T626414, ,TOPOLOBAMPO/25071,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T651352, ,XALTIANGUIS/12003,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TUZANTLA/16054,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T605924, ,LIC. ADOLFO LOPEZ MATEOS/8034,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,CALERA DE VICTOR ROSALES/32001,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,JIUTEPEC/17011,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,SALAMANCA/11039,20,1,10
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,ACATLAN/21001,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,18,18,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,COMPOSTELA/18010,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,ZACATLAN/21055,20,1,31
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,AZCAPOTZALCO/9002,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,SAN MARTIN TEXMELUCAN/21035,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,7,7,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,MOTOZINTLA DE MENDOZA/7028,20,1,5
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,COL. AGRICOLA ORIENTAL/9015,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,20 DE NOVIEMBRE DE DURANGO/10007,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,RAYON/24019,20,1,20
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,NUEVO LAREDO/28029,20,1,13
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM,T1T619588, ,GALEANA/19024,20,1,30
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TEOCUITATLAN/14084,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,AGUALEGUAS/19036,20,1,50
D100-10:37,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:37,10/12/2016, ,10:37,20,TELECOMM, , ,TALA/14076,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,MATEHUALA/24016,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,VEGA DE ALATORRE/30102,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,COL. MORENO CANTON DE MERIDA/31006,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1TB24313, ,TAMASOPO/24026,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SAN MARTIN TEXMELUCAN/21035,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,OCAMPO/8041,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,JEREZ DE GARCIA SALINAS/32009,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CIUDAD SABINAS/5010,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,HUAUCHINANGO/21020,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SAN MIGUEL ALLENDE/11046,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,NUEVO LAREDO/28029,20,1,18.5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,JONACATEPEC/17013,20,1,11
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,26,26,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SASABE/26072,20,1,18
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1T605117, ,VALLE DE ZARAGOZA/8005,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1T605119, ,VALLE DE ZARAGOZA/8005,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ACATLAN DE JUAREZ/14002,20,1,70
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,TEMASCALTEPEC/15089,20,1,17
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1T613121, ,ACATLAN DE JUAREZ/14002,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,TIC649223, ,AYAHUALULCO/30124,20,1,50
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1C640420, ,MASCOTA/14058,20,1,50
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1C640815, ,CENTRAL CAMIONERA DE TOLUCA/15006,20,1,50
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,TLT607644, ,VILLA FRANCISCO I. MADERO/10038,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1T624881, ,VILLA DE ARISTA/24038,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,COL. BELLAVISTA DE SALAMANCA/11011,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ZACATLAN/21055,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,IMSS MORELOS/8006,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,LOS MOCHIS/25049,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SAN MIGUEL EL GRANDE/20066,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CUAUTLA/17006,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM,T1T612715, ,SAN SEBASTIAN DEL OESTE/14148,20,1,30
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,3,3,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CABO SAN LUCAS/3003,20,1,15
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,TEHUANTEPEC/20090,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,MORELIA/16028,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,RAYON/24019,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,EL TUITO/14144,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ATLATLAHUCAN/17034,20,1,7
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,PUEBLOS UNIDOS/25080,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,TUXTEPEC/20099,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ZACATLAN/21055,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,JEREZ DE GARCIA SALINAS/32009,20,1,15
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SANTA CRUZ DE JUVENTINO ROSAS/11048,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,LA PIEDAD/16024,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,PUEBLOS UNIDOS/25080,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,PARAISO/27021,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CHINIPAS/8019,20,1,15
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,DOCTOR MORA/11021,20,1,16
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CUERNAVACA/17008,20,1,25
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ACAMBARO/11002,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,MERCADO DE LA REPUBLICA DE SLP/24017,20,1,6
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,TENEXTEPANGO/17019,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,CULIACAN/25024,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,TUXPAN/30100,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,DOCTOR ARROYO/19016,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,18,18,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,COLONIA MORELOS DE TEPIC/18009,20,1,14
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,COL. DEL SUR DE GUADALAJARA/14025,20,1,15
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SANTA CRUZ DE JUVENTINO ROSAS/11048,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,PARAISO/27021,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,COL. AGRICOLA ORIENTAL/9015,20,1,20
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SAYULA/14075,20,1,10
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ACAMBARO/11002,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,BERMEJILLO/10001,20,1,8
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,26,26,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SASABE/26072,20,1,7
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,ASUNCION ATOYAQUILLO/20121,20,1,100
D100-10:38,20/20,TELECOMM,2016,TELECOMM,D100,7,7,10/12/2016 10:38,10/12/2016, ,10:38,20,TELECOMM, , ,SILTEPEC/7040,20,1,5
