%ConSeg,%Medio,Aurorizacion,Año,Cuenta,Dia,Estado,Estado_File,Fecha,Fecha_File,Fecha_Presentacion,Hora,Medio,Origen,Referencia,RFC,Sucursal,Tipo,Donadores,Monto
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C642880, ,OFICINA RECAUDADORA REGISTRO CIVIL/17031,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TEHUANTEPEC/20090,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,22,22,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C644982, ,SAN JUAN DEL RIO/22007,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,LA BARCA/14054,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,HUAUCHINANGO/21020,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,TLT603736, ,BLVD. CONSTITUCION DE TORREON/5023,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T651331, ,XALTIANGUIS/12003,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,18,18,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T618934, ,SAN BLAS/18027,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C639819, ,TLALIXTAQUILLA/12062,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T603659, ,GENERAL COSS DE SALTILLO/5019,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C647854, ,COL FLORES MAGON DE CD MADERO/28053,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C647779, ,EL PENON DE CIUDAD VICTORIA/28004,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C642393, ,SANTA CLARA DEL COBRE/16044,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,4,4,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T602621, ,CD. DEL CARMEN/4007,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,SANTA CATARINA YOSONOTU/20047,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TEHUANTEPEC/20090,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ZACATLAN/21055,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASUNCION ATOYAQUILLO/20121,20,1,11
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JEREZ DE GARCIA SALINAS/32009,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,LOS MOCHIS/25049,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JUXTLAHUACA/20033,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,20 DE NOVIEMBRE DE DURANGO/10007,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,PARQUE CIENTIFICO/31032,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,26,26,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,BACOBAMPO/26009,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,TIC639193, ,HUANIMARO/11025,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,TIT614472, ,TOLUCA/15051,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T625948, ,PUEBLOS UNIDOS/25080,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,VILLA MARIANO ESCOBEDO/14100,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CANITAS DE FELIPE PESCADOR/32002,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CUICHAPA/30028,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,GUACHOCHIC/8028,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,HOSPITAL GENERAL ISSET/27030,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,SANTO DOMINGO/24002,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TEMORIS/8046,20,1,100
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,REFORMA DE PINEDA/20056,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,VENUSTIANO CARRANZA/21066,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CUERNAVACA/17008,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,PUEBLO NUEVO/11029,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,SOLEDAD DE GRACIANO SANCHEZ/24025,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,SANTA MARIA ZACATEPEC/20076,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TEPEHUANES/10034,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T625665, ,EL ROSARIO/25031,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,MIXQUIC/9061,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,6,6,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,COL. LAS BRISAS DE MANZANILLO/6006,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,QUIROGA/16039,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,4,4,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CONSTITUCION/4010,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,HUATUSCO/30040,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,EL PORVENIR/20120,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,7,7,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,PUEBLO NUEVO SOLISTAHUACAN/7066,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,COL. HIDALGO DE NUEVO LAREDO/28016,20,1,100
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,DZIDZANTUN/31010,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JALAPA/27014,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,EL PORVENIR/20120,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CIUDAD GUSTAVO DIAZ ORDAZ/28006,20,1,100
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,2,2,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ISLA DE CEDROS/2021,20,1,300
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,MARISCALA DE JUAREZ/20038,20,1,5.5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,COYUTLA/30127,20,1,6
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ASIENTOS/1015,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JUCHITAN/12032,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JIQUIPILCO/15110,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TICUL/31024,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,4,4,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,BECAL/4002,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,COL. STO. DOMINGO DE SN. NICOLAS DE LOS GARZA/19047,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,TLACOLULA/20095,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,JALAPA ENRIQUEZ/30045,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ZACATLAN/21055,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,LA PURISIMA DE BUSTOS/11030,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,13,13,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,PISAFLORES/13003,20,1,5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,LA PURISIMA DE BUSTOS/11030,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,26,26,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ARIZPE/26024,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ZACATLAN/21055,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1T607721, ,BERMEJILLO/10001,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ZACATLAN/21055,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ACATLAN DE JUAREZ/14002,20,1,20
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,GUAMUCHIL/25040,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C642567, ,HUANIQUEO DE MORALES/16072,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,COMALCALCO/27007,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CALERA DE VICTOR ROSALES/32001,20,1,7.5
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,TLT620441, ,SANTIAGO CHAZUMBA/20078,20,1,30
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,8,8,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM,T1C637639, ,OJINAGA/8042,20,1,50
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,CALERA DE VICTOR ROSALES/32001,20,1,10
D100-10:31,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:31,10/12/2016, ,10:31,20,TELECOMM, , ,ZACATLAN/21055,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SAN MIGUEL EL GRANDE/20066,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T607008, ,COL. AGRICOLA ORIENTAL/9015,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,TLT614553, ,VILLA GUERRERO/15055,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,COL. AGRICOLA ORIENTAL/9015,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,30,30,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,VEGA DE ALATORRE/30102,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TIZAPAN EL ALTO/14087,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,CIUDAD GUSTAVO DIAZ ORDAZ/28006,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SALAMANCA/11039,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SAN JUAN TEOTIHUACAN/15040,20,1,6
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,ZOOLOGICO DE GUADALAJARA/14142,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1C647670, ,OCUILTZAPOTLAN/27020,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,18,18,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,JALA/18019,20,1,15
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,14,14,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,ACATLAN DE JUAREZ/14002,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,RAYON/24019,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T607009, ,COL. AGRICOLA ORIENTAL/9015,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,ACAMBAY/15001,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SAN MIGUEL ALLENDE/11046,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,16,16,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,ACUITZIO DEL CANJE/16014,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,HUAUCHINANGO/21020,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SAN JUAN TEOTIHUACAN/15040,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,TIT624783, ,AXTLA DE TERRAZAS/24036,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,19,19,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T619608, ,GALEANA/19024,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T603491, ,CIUDAD MELCHOR MUZQUIZ/5009,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,29,29,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T630888, ,HUAMANTLA/29003,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,TIT614481, ,TOLUCA/15051,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T606828, ,TLAHUAC/9072,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T603589, ,COL. OBRERA SUR DE MONCLOVA/5014,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T614422, ,TEPOTZOTLAN/15048,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1T620744, ,GUEVEA DE HUMBOLDT/20117,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,TIT615410, ,COLORINES/15122,20,1,30
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1C647780, ,EL PENON DE CIUDAD VICTORIA/28004,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,4,4,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1C636525, ,AGUACATAL/4023,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM,T1C638789, ,CUAUHTEMOC/10048,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,2,2,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,COL. LAS BRISAS DE TIJUANA/2006,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,3,3,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,PUNTA ABREOJOS/3019,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,5,5,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,CIUDAD MELCHOR MUZQUIZ/5009,20,1,17.5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,15,15,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TEXCOCO/15049,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TLALTENANGO DE SANCHEZ ROMAN/32028,20,1,7
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,ASIENTOS/1015,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,9,9,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TLAHUAC/9072,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,3,3,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,CABO SAN LUCAS/3003,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TEPOSCOLULA/20093,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,21,21,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TEZIUTLAN/21047,20,1,100
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TAMUIN/24028,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,11,11,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,VILLAGRAN/11056,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,12,12,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,TECOANAPA/12046,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,20,20,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,COSOLAPA/20013,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,2,2,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,COL. LAZARO CARDENAS DEL VALLE/2007,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,3,3,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,MULEGE/3016,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,31,31,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,PETO/31020,20,1,20
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,27,27,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,HOSPITAL GENERAL ISSET/27030,20,1,10
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,JALPA/32008,20,1,12
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,24,24,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,AXTLA DE TERRAZAS/24036,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,1,1,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,FRACC.ESPANA DE AGS./1005,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,25,25,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,BADIRAGUATO/25008,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,4,4,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,BECAL/4002,20,1,5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,17,17,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,CUERNAVACA/17008,20,1,40
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,10,10,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,SANTA MARIA DEL ORO/10029,20,1,50
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,32,32,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,MONTE ESCOBEDO/32016,20,1,11.5
D100-10:32,20/20,TELECOMM,2016,TELECOMM,D100,28,28,10/12/2016 10:32,10/12/2016, ,10:32,20,TELECOMM, , ,COL. HIDALGO DE NUEVO LAREDO/28016,20,1,120
